ID,company,file_no,opened,closed,coverage,sub_coverage,reason,sub_reason,disposition,conclusion,recovery,status,duration
181,Omaha Health Insurance Company,7045246,2022-05-16,2022-06-07,Individual,A & H,PolicyHolder Service,Premium Refund Delay,Company Position Overturned,Premium Refund,2237.76,Closed,22
184,Cigna Health and Life Insurance Company,7041053,2021-11-22,2022-01-19,A & H,A & H,Claim Handling,Denial,Claim Settled,Claim Paid,1973.5,Closed,58
189,Aetna Health and Life Insurance Company,7047493,2022-08-25,2022-08-29,Group,A & H,Claim Handling,Claim Handling Other,Company Position Substantiated,Company Position Upheld,0,Closed,4
194,State Farm Mutual Automobile Insurance Company,7052382,2023-03-08,2023-05-02,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Offer,Company Position Substantiated,Enter Arbitration,0,Closed,55
196,Liberty Mutual Personal Insurance Company,7052752,2023-03-17,2023-05-02,Individual Private Passenger,Liability,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Company Position Upheld,0,Closed,46
197,Cigna Health and Life Insurance Company,7041286,2021-12-06,2022-03-29,A & H,A & H,Claim Handling,Coordination of Benefit,Claim Settled,Claim Paid,1270.99,Closed,113
202,"ConnectiCare Insurance Company, Inc",7054398,2023-05-17,2023-06-15,Group,A & H,PolicyHolder Service,Quality of Care,Question of Fact/Contract/Provision/Legal Issue,Satisfactory Explanation,0,Closed,29
203,Merrimack Mutual Fire Insurance Company,7042100,2022-01-15,2022-06-07,Homeowners,Liability,Claim Handling,Denial,Company Position Substantiated,Company Position Upheld,0,Closed,143
209,Cigna Health and Life Insurance Company,7043769,2022-03-15,2022-04-05,Group,Health Only,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,21
211,Cigna Health and Life Insurance Company,7041034,2021-11-21,2021-12-08,A & H,A & H,PolicyHolder Service,Delays/No Response,Compromised Settlement/Resolution,Furnished Information,0,Closed,17
219,"ConnectiCare Benefits, Inc.",7042515,2022-01-31,2022-04-29,Individual,Health Exchange,PolicyHolder Service,Premium/Notice,Company Position Substantiated,Policy Restored/Reinstated,0,Closed,88
223,"Anthem Health Plans, Inc",7008305,2021-09-23,2021-09-24,A & H,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Record Only,0,Closed,1
226,"Anthem Health Plans, Inc",7044913,2022-05-05,2022-06-08,Individual,Exchange,Claim Handling,Eligibility of Provider,Company Position Substantiated,Furnished Information,0,Closed,34
227,Century&ndash;National Insurance Company,7051982,2023-02-23,2023-03-17,Homeowners,Hazard,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Refer To Appraisal,0,Closed,22
229,"ConnectiCare Benefits, Inc.",7045091,2022-05-11,2022-06-08,Individual,Exchange,Claim Handling,Denial,Company Position Substantiated,Claim Paid,0,Closed,28
240,"Anthem Health Plans, Inc",7043955,2022-03-24,2022-06-08,A & H,Self Funded/ERISA,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Substantiated,Company Position Upheld,0,Closed,76
241,Transamerica Life Insurance Company,7044000,2022-03-28,2022-06-08,Individual Life,Term,PolicyHolder Service,Delays/No Response,Company Position Substantiated,Voluntary Reconsideration,0,Closed,72
246,Cigna Health and Life Insurance Company,7042087,2022-01-14,2022-02-28,A & H,A & H,Claim Handling,Surprise Billing,Claim Settled,Claim Paid,1053.44,Closed,45
253,Cigna Health and Life Insurance Company,7051426,2023-02-06,2023-03-20,A & H,A & H,Claim Handling,"Co&ndash;pay, Deductible, and Co&ndash;Insurance Issues",Company Position Substantiated,Company Position Upheld,0,Closed,42
255,Cigna Health and Life Insurance Company,7006949,2021-10-21,2021-12-01,Group,Health Only,Claim Handling,UR Procedure,Company Position Substantiated,Corrective Action,7418.27,Closed,41
257,Cigna Health and Life Insurance Company,7040808,2021-11-11,2021-12-21,A & H,A & H,Claim Handling,Cost Containment,Company Position Overturned,Coverage Extended,0,Closed,40
262,"Anthem Health Plans, Inc",7052384,2023-03-08,2023-03-20,Group,A & H,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,12
267,Cigna Health and Life Insurance Company,7042887,2022-02-09,2022-03-17,Group,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Substantiated,Coverage Denied,0,Closed,36
268,Plymouth Rock Assurance Corporation,7051918,2023-02-22,2023-03-20,Individual Private Passenger,Collision,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,26
269,Cigna Health and Life Insurance Company,7042353,2022-01-24,2022-02-15,Group,Dental,Claim Handling,Claim Delays,Company Position Substantiated,Claim Paid With Interest,238.63,Closed,22
271,Aetna Health Inc,7045155,2022-05-13,2022-06-08,Group,Dental,Claim Handling,Claim Procedure,Company Position Substantiated,Furnished Information,0,Closed,26
272,Allstate Fire and Casualty Insurance Company,7052131,2023-02-28,2023-03-20,Individual Private Passenger,Rental Reimbursement,Claim Handling,Adjuster Handling,Claim Settled,Company Position Upheld,0,Closed,20
275,Cigna Health and Life Insurance Company,7017008,2018-04-20,2018-05-09,Group,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Substantiated,Furnished Information,0,Closed,19
292,"Anthem Health Plans, Inc",7049753,2022-11-29,2022-12-05,Group,A & H,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,6
299,"Anthem Health Plans, Inc",7052314,2023-03-07,2023-03-20,A & H,A & H,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Substantiated,Company Position Upheld,0,Closed,13
304,Truck Insurance Exchange,7044716,2022-04-27,2022-05-10,Homeowners,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Justified,21839.71,Closed,13
306,Cigna Health and Life Insurance Company,7009079,2021-02-03,2021-02-03,Group,Health Only,Claim Handling,UR DENIAL OF CLAIM,Company Position Substantiated,No Action Necessary,0,Closed,0
315,Cigna Health and Life Insurance Company,7010157,2021-07-19,2021-08-09,Individual,Dental,PolicyHolder Service,Delays/No Response,Company Position Substantiated,No Action Necessary,0,Closed,21
318,Cigna Health and Life Insurance Company,7009080,2021-02-03,2021-02-03,Group,Health Only,Claim Handling,UR DENIAL OF CLAIM,Company Position Substantiated,No Action Necessary,0,Closed,0
319,American Strategic Insurance Corp.,7051760,2023-02-15,2023-03-08,Homeowners,Hazard,Claim Handling,Claim Delays,Company Position Substantiated,Company Position Upheld,0,Closed,21
321,SAFECO Insurance Company of Illinois,7051111,2023-01-24,2023-03-20,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Claim Settled,Company Position Upheld,11061.55,Closed,55
323,Cigna Health and Life Insurance Company,7009086,2021-02-04,2021-02-04,Group,Health Only,Claim Handling,UR DENIAL OF CLAIM,Company Position Substantiated,No Action Necessary,0,Closed,0
324,Republic&ndash;Franklin Insurance Company,7052161,2023-03-01,2023-03-20,Homeowners,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Corrective Action,10000,Closed,19
326,Progressive Casualty Insurance Company,7053335,2023-04-11,2023-05-02,Individual Private Passenger,Liability,Underwriting,Nonrenewal,Company Position Substantiated,Company Position Upheld,0,Closed,21
327,"ConnectiCare Benefits, Inc.",7041543,2021-12-17,2022-02-01,Individual,Exchange,Claim Handling,UR DENIAL OF CLAIM,Claim Settled,Furnished Information,611.31,Closed,46
333,Trumbull Insurance Company,7050138,2022-12-15,2023-01-26,Homeowners,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Justified,0,Closed,42
334,John Hancock Life Insurance Company (USA),7050673,2023-01-10,2023-01-25,Individual,Long Term Care,PolicyHolder Service,Coverage Question,Company Position Substantiated,Contract Violation,0,Closed,15
335,Cigna Health and Life Insurance Company,7009067,2021-02-02,2021-02-03,Group,Health Only,Claim Handling,UR DENIAL OF CLAIM,Company Position Substantiated,No Action Necessary,0,Closed,1
339,UnitedHealthcare Insurance Company,7052776,2023-03-20,2023-03-20,A & H,A & H,Claim Handling,Provider Contract Issue,Company Position Substantiated,Provider Issue,0,Closed,0
348,"American Imaging Management, Inc.",7049538,2022-11-17,2023-03-20,A & H,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Substantiated,Company Position Upheld,0,Closed,123
350,Cigna Health and Life Insurance Company,7051246,2023-01-31,2023-03-20,Group,Dental,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,76.6,Closed,48
351,"Cigna HealthCare of Connecticut, Inc",7051350,2023-02-02,2023-03-20,Individual,Health Only,Claim Handling,Claim Delays,Company Position Substantiated,Furnished Information,6310.29,Closed,46
359,Cigna Health and Life Insurance Company,7009769,2021-07-22,2021-07-22,A & H,Liability,Claim Handling,Claim Denial,Company Position Substantiated,No Action Necessary,0,Closed,0
361,Cigna Health and Life Insurance Company,7009652,2021-02-11,2021-07-27,Group,Health Only,Claim Handling,Coordination of Benefits,Company Position Substantiated,Justified,418,Closed,166
366,UnitedHealthcare Insurance Company,7051043,2023-01-23,2023-01-25,A & H,Liability,Claim Handling,CPT Code Issue,Company Position Substantiated,Provider Issue,0,Closed,2
367,Transamerica Financial Life Insurance Company,7051695,2023-02-14,2023-03-20,Individual,Long Term Care,Underwriting,Premium & Rating,Company Position Substantiated,Furnished Information,0,Closed,34
373,Cigna Health and Life Insurance Company,7006945,2021-10-21,2021-11-30,Group,Health Only,Claim Handling,Surprise Billing,Claim Settled,Company Position Upheld,3619,Closed,40
378,SiriusPoint Specialty Insurance Corporation,7051752,2023-02-15,2023-03-08,General,Surplus Lines,Underwriting,Cancellation,Complaint Withdrawn,Company Position Upheld,0,Closed,21
386,CSAA General Insurance Company,7051134,2023-01-25,2023-03-20,Homeowners,Liability,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Company Position Upheld,0,Closed,54
387,"ConnectiCare Benefits, Inc.",7051169,2023-01-26,2023-03-20,Individual,Health Only,PolicyHolder Service,Unsatisfactory Refund of Premium,Company Position Overturned,Company Position Upheld,1172,Closed,53
391,"Anthem Health Plans, Inc",7044750,2022-04-28,2022-06-08,A & H,A & H,Claim Handling,Provider Contract Issue,Company Position Substantiated,Furnished Information,0,Closed,41
392,"Anthem Health Plans, Inc",7049785,2022-11-30,2023-01-25,A & H,Health Only,Claim Handling,Time Delay,Claim Settled,Claim Paid,4504.2,Closed,56
396,Westchester Fire Insurance Company,7051452,2023-02-06,2023-03-20,Pet Insurance,Liability,Underwriting,Nonrenewal,Company Position Substantiated,Non&ndash;Renewal Rescinded,0,Closed,42
401,SAFECO Insurance Company of Illinois,7052244,2023-03-03,2023-03-20,Individual Private Passenger,Collision,Claim Handling,Actual Cash Value Dispute,Company Position Substantiated,Enter Arbitration,0,Closed,17
404,Esurance Insurance Company,7053257,2023-04-10,2023-05-02,Individual Private Passenger,Collision,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,22
405,Economy Premier Assurance Company,7051031,2023-01-22,2023-03-20,Individual Private Passenger,Liability,Underwriting,Cancellation,Company Position Substantiated,Cancellation Upheld,0,Closed,57
407,Motor Club Insurance Company,7045271,2022-05-17,2022-06-09,Homeowners,Liability,Underwriting,Cancellation,Company Position Substantiated,Cancellation Withdrawn,0,Closed,23
408,UnitedHealthcare Insurance Company,7052773,2023-03-20,2023-03-20,A & H,A & H,Claim Handling,Provider Contract Issue,Company Position Substantiated,Provider Issue,0,Closed,0
410,"Anthem Health Plans, Inc",7043239,2022-02-22,2022-06-09,A & H,A & H,Claim Handling,Eligibility of Provider,Company Position Substantiated,Claim Paid,9235.77,Closed,107
411,UnitedHealthcare Insurance Company,7052786,2023-03-20,2023-03-20,A & H,Health Only,Claim Handling,Provider Contract Issue,Company Position Substantiated,Provider Issue,0,Closed,0
413,CSAA Affinity Insurance Company,7043138,2022-02-17,2022-06-09,Homeowners,Hazard,Claim Handling,Denial,Company Position Overturned,Contract Violation,10000,Closed,112
415,Nationwide Mutual Fire Insurance Company,7052009,2023-02-24,2023-03-20,Homeowners,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,24
416,Cigna Health and Life Insurance Company,7018510,2019-10-25,2019-11-13,Group,Health Only,Claim Handling,Claim Procedure,Company Position Substantiated,Justified,120,Closed,19
417,"Anthem Health Plans, Inc",7045021,2022-05-09,2022-06-09,A & H,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Substantiated,External Review Info Sent,0,Closed,31
418,"Anthem Health Plans, Inc",7043876,2022-03-21,2022-06-09,A & H,Health Only,Claim Handling,Claim Delays,Company Position Substantiated,Claim Paid,15584.57,Closed,80
422,Liberty Mutual Personal Insurance Company,7052136,2023-02-28,2023-03-20,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Additional Money Received,213.74,Closed,20
432,Liberty Mutual Personal Insurance Company,7054715,2023-05-30,2023-06-15,Individual Private Passenger,Collision,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,16
433,Allmerica Financial Benefit Insurance Company,7051541,2023-02-09,2023-03-20,Commercial,Liability,Claim Handling,Adjuster Handling,Company Position Substantiated,Refer&ndash;Judicial/Attorney,0,Closed,39
439,"Anthem Health Plans, Inc",7049029,2022-10-31,2022-12-14,A & H,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Substantiated,Company Position Upheld,0,Closed,44
441,Trumbull Insurance Company,7051887,2023-02-18,2023-03-20,Individual Private Passenger,Collision,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0,Closed,30
443,Cigna Health and Life Insurance Company,7021881,2019-05-16,2019-05-30,Group,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Substantiated,Furnished Information,0,Closed,14
445,Liberty Mutual Personal Insurance Company,7051099,2023-01-24,2023-03-20,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Claim Settled,Company Position Upheld,0,Closed,55
460,Plymouth Rock Assurance Corporation,7052711,2023-03-16,2023-03-20,Homeowners,Hazard,Claim Handling,Adjuster Handling,Company Position Substantiated,Record Only,0,Closed,4
461,Amica Mutual Insurance Company,7051802,2023-02-16,2023-03-08,Umbrella,Liability,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Company Position Upheld,0,Closed,20
465,State Farm Fire & Casualty Company,7048929,2022-10-26,2022-12-14,Homeowners,Hazard,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Overturned,Justified,19462.8,Closed,49
468,Cigna Health and Life Insurance Company,7001141,2020-03-19,2020-03-23,Group,Health Only,Claim Handling,Eligibility of Provider,Company Position Substantiated,No Action Necessary,0,Closed,4
469,Aetna Health and Life Insurance Company,7049093,2022-11-02,2023-01-25,A & H,Health Only,Claim Handling,Provider Contract Issue,Compromised Settlement/Resolution,Provider Issue,0,Closed,84
476,Infinity Standard Insurance Company,7052242,2023-03-03,2023-03-20,Commercial,Liability,Claim Handling,Adjuster Handling,Company Position Substantiated,Company Position Upheld,0,Closed,17
479,Farmers Group Property and Casualty Insurance Company,7051935,2023-02-22,2023-03-20,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Claim Settled,Justified,1515.49,Closed,26
482,Cigna Health and Life Insurance Company,7003436,2020-07-29,2020-08-31,Group,Dental,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Furnished Information,20,Closed,33
